plot_width,plot_length,plot_area_sqft,aspect_ratio,floors,bhk,family_size,parking_spaces,facing_direction,vastu_priority,layout_archetype,circulation_ratio
49.7,37.9,1883.6,0.763,1,3,6,1,North,True,WRAP_AROUND_OPEN_PLAN,0.157
57.9,111.5,6455.8,1.926,2,4,5,3,East,True,CENTRAL_SPINE_SPLIT,0.178
43.1,95.7,4124.7,2.22,2,6,10,1,North,True,CENTRAL_SPINE_SPLIT,0.158
71.5,83.1,5941.6,1.162,2,6,9,1,North,True,L_SHAPED_COURTYARD,0.185
61.8,72.2,4462.0,1.168,2,6,8,3,East,False,L_SHAPED_COURTYARD,0.188
25.2,22.8,574.6,0.905,3,1,1,0,East,True,COMPACT_LINEAR,0.124
45.8,52.8,2418.2,1.153,3,4,6,3,West,False,WRAP_AROUND_OPEN_PLAN,0.154
30.0,23.5,705.0,0.783,3,1,4,1,South,True,COMPACT_LINEAR,0.109
50.1,72.5,3632.2,1.447,1,3,6,2,East,True,WRAP_AROUND_OPEN_PLAN,0.157
74.2,140.0,10388.0,1.887,2,5,7,2,South,True,CENTRAL_SPINE_SPLIT,0.154
70.2,140.0,9828.0,1.994,2,5,8,3,West,False,VILLA_PERIMETER,0.155
73.8,140.0,10332.0,1.897,1,4,5,2,East,False,CENTRAL_SPINE_SPLIT,0.142
66.4,59.5,3950.8,0.896,2,4,6,3,North,True,L_SHAPED_COURTYARD,0.173
20.6,38.5,793.1,1.869,2,2,5,1,East,True,CENTRAL_SPINE_SPLIT,0.163
46.6,105.6,4921.0,2.266,1,5,7,2,West,False,CENTRAL_SPINE_SPLIT,0.193
44.0,78.4,3449.6,1.782,3,4,5,2,East,True,CENTRAL_SPINE_SPLIT,0.171
28.1,22.0,618.2,0.783,2,1,3,0,North,True,COMPACT_LINEAR,0.107
28.8,76.9,2214.7,2.67,1,2,3,1,North,True,CENTRAL_SPINE_SPLIT,0.168
44.6,109.6,4888.2,2.457,1,6,8,2,South,False,CENTRAL_SPINE_SPLIT,0.151
23.7,47.7,1130.5,2.013,1,1,2,1,East,True,CENTRAL_SPINE_SPLIT,0.155
74.4,118.0,8779.2,1.586,1,4,7,2,West,True,WRAP_AROUND_OPEN_PLAN,0.141
46.5,100.7,4682.6,2.166,3,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.155
45.6,97.7,4455.1,2.143,2,5,7,1,North,True,CENTRAL_SPINE_SPLIT,0.168
62.4,140.0,8736.0,2.244,2,4,5,2,North,True,CENTRAL_SPINE_SPLIT,0.156
64.2,63.8,4096.0,0.994,3,5,8,2,South,True,VILLA_PERIMETER,0.207
54.0,128.1,6917.4,2.372,1,5,6,2,North,True,CENTRAL_SPINE_SPLIT,0.165
48.9,35.2,1721.3,0.72,1,3,2,1,West,True,WRAP_AROUND_OPEN_PLAN,0.133
66.5,140.0,9310.0,2.105,2,4,6,1,East,True,CENTRAL_SPINE_SPLIT,0.153
47.7,130.7,6234.4,2.74,2,5,7,2,East,True,VILLA_PERIMETER,0.156
35.1,42.0,1474.2,1.197,2,4,8,1,West,True,WRAP_AROUND_OPEN_PLAN,0.128
29.4,74.3,2184.4,2.527,1,3,8,1,East,True,CENTRAL_SPINE_SPLIT,0.17
73.0,96.7,7059.1,1.325,2,4,6,1,East,True,L_SHAPED_COURTYARD,0.197
66.1,74.8,4944.3,1.132,1,6,9,2,East,True,COMPACT_LINEAR,0.186
64.8,108.7,7043.8,1.677,3,4,7,2,South,True,VILLA_PERIMETER,0.193
23.1,23.2,535.9,1.004,3,1,3,0,East,True,COMPACT_LINEAR,0.105
36.3,52.2,1894.9,1.438,1,3,3,1,South,True,WRAP_AROUND_OPEN_PLAN,0.147
51.0,60.0,3060.0,1.176,2,3,7,2,East,False,CENTRAL_SPINE_SPLIT,0.186
36.2,58.1,2103.2,1.605,3,2,3,1,South,False,WRAP_AROUND_OPEN_PLAN,0.14
58.0,57.6,3340.8,0.993,2,4,7,1,North,False,L_SHAPED_COURTYARD,0.182
18.1,26.1,472.4,1.442,1,2,7,0,North,True,COMPACT_LINEAR,0.122
24.1,41.5,1000.2,1.722,1,2,7,1,East,True,COMPACT_LINEAR,0.118
50.5,139.6,7049.8,2.764,3,4,7,1,North,True,CENTRAL_SPINE_SPLIT,0.167
73.9,68.1,5032.6,0.922,1,5,6,1,North,False,L_SHAPED_COURTYARD,0.188
31.1,22.3,693.5,0.717,2,2,5,0,North,True,COMPACT_LINEAR,0.126
40.9,77.5,3169.8,1.895,1,4,6,1,West,False,CENTRAL_SPINE_SPLIT,0.163
32.5,56.0,1820.0,1.723,2,3,5,1,South,True,WRAP_AROUND_OPEN_PLAN,0.135
60.2,100.5,6050.1,1.669,2,6,9,2,South,True,VILLA_PERIMETER,0.195
49.7,113.7,5650.9,2.288,2,4,7,2,West,True,CENTRAL_SPINE_SPLIT,0.153
24.8,25.7,637.4,1.036,3,1,3,0,North,False,COMPACT_LINEAR,0.109
70.0,57.3,4011.0,0.819,2,6,9,2,East,False,L_SHAPED_COURTYARD,0.157
59.1,52.3,3090.9,0.885,2,4,6,2,North,True,L_SHAPED_COURTYARD,0.191
35.3,43.5,1535.5,1.232,2,2,4,1,South,True,WRAP_AROUND_OPEN_PLAN,0.175
55.8,97.9,5462.8,1.754,3,4,5,3,West,True,CENTRAL_SPINE_SPLIT,0.178
70.2,77.1,5412.4,1.098,2,4,7,2,West,True,VILLA_PERIMETER,0.202
52.4,140.0,7336.0,2.672,1,5,7,2,North,False,CENTRAL_SPINE_SPLIT,0.151
56.2,47.3,2658.3,0.842,2,3,5,3,East,True,L_SHAPED_COURTYARD,0.192
55.5,90.5,5022.8,1.631,2,4,7,1,North,True,VILLA_PERIMETER,0.199
53.9,140.0,7546.0,2.597,2,5,7,2,East,False,CENTRAL_SPINE_SPLIT,0.143
48.0,35.4,1699.2,0.737,1,2,3,1,North,True,WRAP_AROUND_OPEN_PLAN,0.133
52.0,87.9,4570.8,1.69,3,4,6,1,North,True,VILLA_PERIMETER,0.176
33.4,62.8,2097.5,1.88,1,3,3,1,North,False,CENTRAL_SPINE_SPLIT,0.161
64.1,94.5,6057.4,1.474,2,6,10,3,West,True,VILLA_PERIMETER,0.183
50.1,114.6,5741.5,2.287,2,6,10,2,West,True,CENTRAL_SPINE_SPLIT,0.187
44.0,50.0,2200.0,1.136,3,3,6,1,West,True,WRAP_AROUND_OPEN_PLAN,0.144
59.7,140.0,8358.0,2.345,2,6,9,2,East,False,CENTRAL_SPINE_SPLIT,0.148
40.6,38.1,1546.9,0.938,1,3,6,1,South,True,WRAP_AROUND_OPEN_PLAN,0.136
46.1,116.8,5384.5,2.534,1,5,7,2,North,True,WRAP_AROUND_OPEN_PLAN,0.168
54.8,66.5,3644.2,1.214,1,5,7,2,East,True,L_SHAPED_COURTYARD,0.19
48.2,119.4,5755.1,2.477,1,6,10,2,West,True,CENTRAL_SPINE_SPLIT,0.146
56.1,64.9,3640.9,1.157,1,4,9,1,North,False,L_SHAPED_COURTYARD,0.174
70.8,140.0,9912.0,1.977,1,4,7,3,East,True,CENTRAL_SPINE_SPLIT,0.176
25.5,34.3,874.6,1.345,2,2,4,1,South,False,COMPACT_LINEAR,0.1
73.2,103.9,7605.5,1.419,2,4,6,1,South,False,VILLA_PERIMETER,0.187
74.6,88.1,6572.3,1.181,2,4,7,2,North,True,L_SHAPED_COURTYARD,0.188
37.9,103.9,3937.8,2.741,2,6,9,1,South,True,CENTRAL_SPINE_SPLIT,0.179
34.8,92.6,3222.5,2.661,2,4,8,2,East,True,CENTRAL_SPINE_SPLIT,0.15
40.6,44.5,1806.7,1.096,1,3,3,1,South,False,WRAP_AROUND_OPEN_PLAN,0.129
63.9,128.1,8185.6,2.005,2,4,7,1,West,False,CENTRAL_SPINE_SPLIT,0.173
21.6,33.2,717.1,1.537,2,1,4,1,North,True,COMPACT_LINEAR,0.112
38.2,102.7,3923.1,2.688,2,5,7,1,South,True,CENTRAL_SPINE_SPLIT,0.143
22.6,24.8,560.5,1.097,3,1,1,0,West,False,COMPACT_LINEAR,0.099
35.9,42.0,1507.8,1.17,2,4,6,1,East,True,L_SHAPED_COURTYARD,0.181
23.3,49.9,1162.7,2.142,1,2,4,1,East,False,CENTRAL_SPINE_SPLIT,0.158
61.1,64.7,3953.2,1.059,3,5,7,1,East,True,L_SHAPED_COURTYARD,0.168
69.6,140.0,9744.0,2.011,2,4,7,1,West,False,CENTRAL_SPINE_SPLIT,0.168
26.2,26.2,686.4,1.0,1,1,2,0,East,False,COMPACT_LINEAR,0.1
43.1,115.4,4973.7,2.677,2,5,8,2,East,True,CENTRAL_SPINE_SPLIT,0.144
35.2,79.1,2784.3,2.247,1,3,5,1,South,True,CENTRAL_SPINE_SPLIT,0.162
28.0,57.8,1618.4,2.064,1,3,4,1,North,True,CENTRAL_SPINE_SPLIT,0.181
31.1,71.2,2214.3,2.289,2,3,4,3,North,True,CENTRAL_SPINE_SPLIT,0.155
61.8,93.8,5796.8,1.518,2,6,10,1,South,False,VILLA_PERIMETER,0.208
41.6,64.5,2683.2,1.55,2,4,7,2,North,True,VILLA_PERIMETER,0.21
37.5,76.6,2872.5,2.043,2,5,8,2,South,True,WRAP_AROUND_OPEN_PLAN,0.153
55.3,42.6,2355.8,0.77,2,3,7,1,South,False,WRAP_AROUND_OPEN_PLAN,0.121
69.4,140.0,9716.0,2.017,3,6,9,2,South,True,CENTRAL_SPINE_SPLIT,0.154
43.2,98.9,4272.5,2.289,2,4,5,2,South,True,CENTRAL_SPINE_SPLIT,0.147
39.1,107.2,4191.5,2.742,3,4,5,2,North,True,CENTRAL_SPINE_SPLIT,0.18
69.1,71.9,4968.3,1.041,2,5,7,2,East,False,L_SHAPED_COURTYARD,0.165
50.1,115.2,5771.5,2.299,1,5,9,2,South,False,CENTRAL_SPINE_SPLIT,0.161
67.0,90.7,6076.9,1.354,2,4,5,3,South,True,VILLA_PERIMETER,0.208
57.5,94.9,5456.8,1.65,3,4,5,2,East,True,VILLA_PERIMETER,0.198
56.2,116.1,6524.8,2.066,3,5,8,2,East,True,L_SHAPED_COURTYARD,0.14
58.0,65.1,3775.8,1.122,3,3,3,3,South,True,WRAP_AROUND_OPEN_PLAN,0.157
40.6,101.7,4129.0,2.505,2,4,5,2,South,True,CENTRAL_SPINE_SPLIT,0.167
56.9,121.1,6890.6,2.128,2,5,10,2,East,True,CENTRAL_SPINE_SPLIT,0.164
30.0,37.4,1122.0,1.247,2,3,3,1,North,False,WRAP_AROUND_OPEN_PLAN,0.144
24.3,57.7,1402.1,2.374,1,3,6,1,East,True,CENTRAL_SPINE_SPLIT,0.177
36.2,50.4,1824.5,1.392,1,3,2,1,East,True,WRAP_AROUND_OPEN_PLAN,0.13
30.0,41.5,1245.0,1.383,1,1,2,1,East,False,WRAP_AROUND_OPEN_PLAN,0.139
64.8,61.5,3985.2,0.949,2,5,7,2,West,False,VILLA_PERIMETER,0.197
48.4,123.7,5987.1,2.556,1,5,7,1,North,True,CENTRAL_SPINE_SPLIT,0.169
32.8,73.0,2394.4,2.226,3,3,7,2,North,True,CENTRAL_SPINE_SPLIT,0.165
19.1,25.3,483.2,1.325,1,1,2,0,East,False,COMPACT_LINEAR,0.097
45.1,68.0,3066.8,1.508,1,3,5,2,East,True,WRAP_AROUND_OPEN_PLAN,0.157
43.3,68.9,2983.4,1.591,3,4,6,2,East,True,VILLA_PERIMETER,0.196
71.6,74.7,5348.5,1.043,2,6,10,1,West,True,VILLA_PERIMETER,0.197
74.7,133.5,9972.5,1.787,1,4,5,3,North,False,CENTRAL_SPINE_SPLIT,0.156
27.9,47.4,1322.5,1.699,1,3,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.14
64.5,76.4,4927.8,1.184,2,4,6,1,North,True,L_SHAPED_COURTYARD,0.185
42.2,87.6,3696.7,2.076,1,4,7,2,West,True,CENTRAL_SPINE_SPLIT,0.156
29.0,62.6,1815.4,2.159,2,3,6,1,North,False,CENTRAL_SPINE_SPLIT,0.171
40.3,73.7,2970.1,1.829,1,4,4,2,North,True,CENTRAL_SPINE_SPLIT,0.149
39.3,101.3,3981.1,2.578,2,4,7,1,North,True,CENTRAL_SPINE_SPLIT,0.152
50.5,50.1,2530.1,0.992,1,4,7,2,East,True,L_SHAPED_COURTYARD,0.176
32.7,44.0,1438.8,1.346,1,3,6,1,North,False,WRAP_AROUND_OPEN_PLAN,0.144
37.9,75.1,2846.3,1.982,1,4,7,1,East,True,CENTRAL_SPINE_SPLIT,0.161
56.4,83.3,4698.1,1.477,3,4,4,2,East,True,VILLA_PERIMETER,0.215
69.9,105.8,7395.4,1.514,2,4,6,2,West,True,VILLA_PERIMETER,0.203
41.4,86.2,3568.7,2.082,2,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.165
46.4,68.2,3164.5,1.47,2,4,8,2,North,False,VILLA_PERIMETER,0.19
46.4,83.8,3888.3,1.806,2,5,8,3,East,False,CENTRAL_SPINE_SPLIT,0.147
33.5,83.3,2790.5,2.487,2,4,7,2,North,True,CENTRAL_SPINE_SPLIT,0.153
18.7,38.1,712.5,2.037,2,2,3,1,North,True,CENTRAL_SPINE_SPLIT,0.173
70.9,70.7,5012.6,0.997,1,4,6,2,North,False,L_SHAPED_COURTYARD,0.199
71.8,62.1,4458.8,0.865,2,5,7,3,North,True,L_SHAPED_COURTYARD,0.181
48.9,112.9,5520.8,2.309,2,4,3,3,West,True,VILLA_PERIMETER,0.169
21.8,33.3,725.9,1.528,2,2,4,1,East,True,COMPACT_LINEAR,0.123
64.0,49.7,3180.8,0.777,2,3,5,1,East,True,WRAP_AROUND_OPEN_PLAN,0.161
34.7,41.9,1453.9,1.207,2,3,3,1,South,True,WRAP_AROUND_OPEN_PLAN,0.132
49.5,45.5,2252.2,0.919,3,3,3,2,North,True,L_SHAPED_COURTYARD,0.189
34.7,85.4,2963.4,2.461,1,4,6,2,East,False,CENTRAL_SPINE_SPLIT,0.175
18.5,34.3,634.5,1.854,2,1,2,0,North,False,CENTRAL_SPINE_SPLIT,0.15
22.2,54.5,1209.9,2.455,1,2,4,1,South,True,CENTRAL_SPINE_SPLIT,0.155
32.6,86.9,2832.9,2.666,3,4,7,3,West,True,CENTRAL_SPINE_SPLIT,0.165
58.6,48.6,2848.0,0.829,2,5,7,2,East,True,L_SHAPED_COURTYARD,0.167
54.1,140.0,7574.0,2.588,2,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.161
70.3,51.1,3592.3,0.727,3,4,6,2,North,True,VILLA_PERIMETER,0.21
18.9,48.3,912.9,2.556,1,2,4,1,North,False,CENTRAL_SPINE_SPLIT,0.143
72.8,140.0,10192.0,1.923,2,6,10,1,North,False,CENTRAL_SPINE_SPLIT,0.156
50.9,87.2,4438.5,1.713,2,5,8,2,North,False,VILLA_PERIMETER,0.199
58.5,112.2,6563.7,1.918,1,5,7,2,North,True,CENTRAL_SPINE_SPLIT,0.156
30.2,74.9,2262.0,2.48,3,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.17
37.5,43.5,1631.2,1.16,3,3,4,1,North,False,L_SHAPED_COURTYARD,0.185
65.0,140.0,9100.0,2.154,2,5,7,2,West,True,CENTRAL_SPINE_SPLIT,0.155
53.8,72.0,3873.6,1.338,1,6,10,3,East,True,L_SHAPED_COURTYARD,0.173
72.9,72.3,5270.7,0.992,1,4,4,1,East,True,L_SHAPED_COURTYARD,0.188
50.0,77.3,3865.0,1.546,3,4,6,2,North,False,VILLA_PERIMETER,0.208
23.1,57.6,1330.6,2.494,1,3,4,1,West,True,CENTRAL_SPINE_SPLIT,0.157
47.1,87.9,4140.1,1.866,2,4,5,2,North,True,CENTRAL_SPINE_SPLIT,0.171
24.6,49.0,1205.4,1.992,2,2,4,1,East,True,CENTRAL_SPINE_SPLIT,0.138
25.8,70.4,1816.3,2.729,2,4,6,1,North,True,CENTRAL_SPINE_SPLIT,0.17
27.2,55.8,1517.8,2.051,3,4,5,1,North,True,CENTRAL_SPINE_SPLIT,0.155
51.2,134.7,6896.6,2.631,2,5,7,1,North,True,CENTRAL_SPINE_SPLIT,0.155
30.4,68.0,2067.2,2.237,2,3,6,1,West,True,CENTRAL_SPINE_SPLIT,0.171
23.4,45.5,1064.7,1.944,1,2,4,1,East,True,CENTRAL_SPINE_SPLIT,0.148
69.0,140.0,9660.0,2.029,3,4,6,1,West,True,CENTRAL_SPINE_SPLIT,0.152
70.2,135.0,9477.0,1.923,1,5,8,2,East,False,CENTRAL_SPINE_SPLIT,0.159
36.7,49.5,1816.7,1.349,1,2,4,1,West,False,WRAP_AROUND_OPEN_PLAN,0.15
72.0,140.0,10080.0,1.944,2,6,10,2,South,True,CENTRAL_SPINE_SPLIT,0.172
26.5,44.1,1168.7,1.664,2,3,4,1,North,True,WRAP_AROUND_OPEN_PLAN,0.146
24.1,64.2,1547.2,2.664,1,3,4,1,North,True,CENTRAL_SPINE_SPLIT,0.141
63.9,140.0,8946.0,2.191,2,5,8,2,East,True,CENTRAL_SPINE_SPLIT,0.145
36.5,69.4,2533.1,1.901,2,4,6,3,South,True,CENTRAL_SPINE_SPLIT,0.163
47.5,55.2,2622.0,1.162,3,4,6,1,West,True,VILLA_PERIMETER,0.176
45.3,35.8,1621.7,0.79,1,3,8,1,East,True,WRAP_AROUND_OPEN_PLAN,0.135
56.5,84.2,4757.3,1.49,2,5,9,2,West,False,VILLA_PERIMETER,0.201
60.1,126.1,7578.6,2.098,2,5,7,1,East,True,CENTRAL_SPINE_SPLIT,0.174
55.9,128.2,7166.4,2.293,2,4,7,2,North,True,CENTRAL_SPINE_SPLIT,0.179
58.1,109.3,6350.3,1.881,2,5,8,2,South,False,COMPACT_LINEAR,0.153
35.2,92.7,3263.0,2.634,2,4,9,1,North,True,CENTRAL_SPINE_SPLIT,0.162
37.6,58.1,2184.6,1.545,2,3,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.16
32.7,76.5,2501.6,2.339,2,5,8,2,West,True,CENTRAL_SPINE_SPLIT,0.148
39.1,60.0,2346.0,1.535,1,2,3,1,East,True,WRAP_AROUND_OPEN_PLAN,0.136
52.9,129.4,6845.3,2.446,1,5,9,2,East,True,CENTRAL_SPINE_SPLIT,0.172
64.7,139.3,9012.7,2.153,2,4,7,3,North,True,CENTRAL_SPINE_SPLIT,0.18
58.1,87.7,5095.4,1.509,2,4,7,1,East,True,VILLA_PERIMETER,0.197
58.8,61.6,3622.1,1.048,1,4,6,1,North,True,L_SHAPED_COURTYARD,0.209
22.9,53.2,1218.3,2.323,2,2,2,1,North,True,COMPACT_LINEAR,0.163
58.0,106.2,6159.6,1.831,2,4,8,2,West,True,CENTRAL_SPINE_SPLIT,0.184
20.2,22.0,444.4,1.089,2,1,2,0,East,True,COMPACT_LINEAR,0.111
50.4,116.9,5891.8,2.319,3,6,6,2,South,True,CENTRAL_SPINE_SPLIT,0.165
31.3,39.6,1239.5,1.265,1,1,2,1,East,True,WRAP_AROUND_OPEN_PLAN,0.121
26.4,65.6,1731.8,2.485,3,3,6,1,North,True,CENTRAL_SPINE_SPLIT,0.15
56.2,114.4,6429.3,2.036,2,6,7,2,North,False,CENTRAL_SPINE_SPLIT,0.155
47.9,93.5,4478.6,1.952,2,4,6,2,South,True,CENTRAL_SPINE_SPLIT,0.163
47.6,72.5,3451.0,1.523,3,4,7,2,North,True,VILLA_PERIMETER,0.193
38.4,48.7,1870.1,1.268,1,3,3,1,East,True,L_SHAPED_COURTYARD,0.169
27.7,40.9,1132.9,1.477,1,2,3,1,North,True,COMPACT_LINEAR,0.129
71.9,140.0,10066.0,1.947,2,5,8,3,South,True,CENTRAL_SPINE_SPLIT,0.17
48.0,101.0,4848.0,2.104,2,4,4,2,East,True,CENTRAL_SPINE_SPLIT,0.147
58.0,118.7,6884.6,2.047,2,5,7,2,North,True,CENTRAL_SPINE_SPLIT,0.173
54.2,75.3,4081.3,1.389,2,4,8,2,West,True,VILLA_PERIMETER,0.188
19.9,53.7,1068.6,2.698,2,2,3,1,North,True,CENTRAL_SPINE_SPLIT,0.165
57.9,136.4,7897.6,2.356,3,5,6,2,East,True,CENTRAL_SPINE_SPLIT,0.163
20.3,25.0,507.5,1.232,1,2,6,0,West,False,COMPACT_LINEAR,0.103
52.4,131.9,6911.6,2.517,2,4,6,3,South,True,CENTRAL_SPINE_SPLIT,0.171
49.2,47.8,2351.8,0.972,2,2,6,2,East,True,L_SHAPED_COURTYARD,0.207
61.1,110.3,6739.3,1.805,2,4,8,2,East,True,CENTRAL_SPINE_SPLIT,0.174
56.1,128.1,7186.4,2.283,2,5,6,1,South,True,CENTRAL_SPINE_SPLIT,0.169
34.6,80.7,2792.2,2.332,2,4,6,1,East,True,CENTRAL_SPINE_SPLIT,0.184
29.2,37.6,1097.9,1.288,2,2,4,1,North,True,COMPACT_LINEAR,0.109
63.7,56.7,3611.8,0.89,2,4,6,2,North,True,L_SHAPED_COURTYARD,0.153
30.4,25.1,763.0,0.826,2,3,5,1,East,False,COMPACT_LINEAR,0.097
20.9,49.0,1024.1,2.344,2,2,3,1,South,False,CENTRAL_SPINE_SPLIT,0.165
23.8,53.2,1266.2,2.235,2,1,2,1,South,True,CENTRAL_SPINE_SPLIT,0.172
49.2,94.3,4639.6,1.917,2,5,9,3,North,True,CENTRAL_SPINE_SPLIT,0.155
55.6,84.0,4670.4,1.511,1,6,6,2,North,True,WRAP_AROUND_OPEN_PLAN,0.132
70.8,140.0,9912.0,1.977,3,4,4,1,South,True,CENTRAL_SPINE_SPLIT,0.138
31.8,70.7,2248.3,2.223,2,3,4,1,South,False,CENTRAL_SPINE_SPLIT,0.167
59.5,140.0,8330.0,2.353,2,6,10,3,East,True,CENTRAL_SPINE_SPLIT,0.162
38.7,95.4,3692.0,2.465,2,4,7,2,South,True,CENTRAL_SPINE_SPLIT,0.155
28.5,48.1,1370.9,1.688,2,3,5,1,North,True,WRAP_AROUND_OPEN_PLAN,0.139
39.1,103.3,4039.0,2.642,2,4,8,2,East,True,CENTRAL_SPINE_SPLIT,0.154
55.2,57.5,3174.0,1.042,2,5,9,2,North,True,L_SHAPED_COURTYARD,0.181
57.9,140.0,8106.0,2.418,2,4,9,1,East,True,L_SHAPED_COURTYARD,0.171
55.4,77.3,4282.4,1.395,3,5,6,2,South,False,VILLA_PERIMETER,0.205
42.1,82.4,3469.0,1.957,2,4,6,1,North,True,CENTRAL_SPINE_SPLIT,0.153
35.6,77.5,2759.0,2.177,1,4,5,1,South,True,CENTRAL_SPINE_SPLIT,0.163
27.4,64.1,1756.3,2.339,3,4,7,1,West,True,CENTRAL_SPINE_SPLIT,0.158
21.4,42.9,918.1,2.005,2,2,3,1,North,True,CENTRAL_SPINE_SPLIT,0.163
47.1,123.5,5816.9,2.622,3,4,8,2,North,True,CENTRAL_SPINE_SPLIT,0.167
62.5,74.0,4625.0,1.184,3,4,6,1,South,True,VILLA_PERIMETER,0.207
55.9,63.8,3566.4,1.141,2,4,5,2,East,True,L_SHAPED_COURTYARD,0.194
18.0,42.9,772.2,2.383,2,2,4,1,East,True,CENTRAL_SPINE_SPLIT,0.151
51.5,125.4,6458.1,2.435,2,4,8,2,East,True,CENTRAL_SPINE_SPLIT,0.18
53.3,39.3,2094.7,0.737,2,3,6,1,South,True,WRAP_AROUND_OPEN_PLAN,0.123
69.8,111.4,7775.7,1.596,1,5,7,1,East,True,WRAP_AROUND_OPEN_PLAN,0.154
42.6,59.5,2534.7,1.397,2,4,7,3,East,False,VILLA_PERIMETER,0.196
54.8,102.5,5617.0,1.87,2,5,8,2,East,True,CENTRAL_SPINE_SPLIT,0.159
34.9,61.7,2153.3,1.768,1,2,3,1,East,False,WRAP_AROUND_OPEN_PLAN,0.151
58.1,81.7,4746.8,1.406,1,6,9,1,East,True,WRAP_AROUND_OPEN_PLAN,0.158
55.7,51.9,2890.8,0.932,2,5,7,1,North,False,L_SHAPED_COURTYARD,0.198
45.5,60.4,2748.2,1.327,2,4,7,2,East,True,L_SHAPED_COURTYARD,0.175
51.1,72.3,3694.5,1.415,2,4,7,1,South,True,VILLA_PERIMETER,0.211
40.0,107.0,4280.0,2.675,3,5,9,2,East,True,CENTRAL_SPINE_SPLIT,0.164
51.1,133.6,6827.0,2.614,2,5,9,2,West,True,CENTRAL_SPINE_SPLIT,0.142
47.9,112.6,5393.5,2.351,2,5,9,1,North,True,CENTRAL_SPINE_SPLIT,0.151
23.1,52.9,1222.0,2.29,2,2,3,1,South,True,CENTRAL_SPINE_SPLIT,0.177
71.0,140.0,9940.0,1.972,3,5,7,3,East,False,CENTRAL_SPINE_SPLIT,0.129
29.1,41.4,1204.7,1.423,3,2,4,1,North,True,WRAP_AROUND_OPEN_PLAN,0.123
74.0,140.0,10360.0,1.892,3,5,7,2,North,True,CENTRAL_SPINE_SPLIT,0.167
38.2,29.7,1134.5,0.777,2,3,6,1,East,True,WRAP_AROUND_OPEN_PLAN,0.132
34.5,29.2,1007.4,0.846,1,2,4,1,West,True,COMPACT_LINEAR,0.096
61.2,138.5,8476.2,2.263,3,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.169
19.3,48.5,936.1,2.513,2,1,2,1,North,True,CENTRAL_SPINE_SPLIT,0.169
58.9,133.0,7833.7,2.258,1,4,8,3,West,True,CENTRAL_SPINE_SPLIT,0.169
31.0,79.5,2464.5,2.565,2,4,9,2,East,False,CENTRAL_SPINE_SPLIT,0.161
74.7,140.0,10458.0,1.874,2,6,7,2,East,True,CENTRAL_SPINE_SPLIT,0.156
50.2,98.8,4959.8,1.968,2,6,9,3,North,True,CENTRAL_SPINE_SPLIT,0.177
57.5,121.3,6974.8,2.11,2,5,6,2,South,True,CENTRAL_SPINE_SPLIT,0.162
72.6,140.0,10164.0,1.928,2,6,8,1,East,True,CENTRAL_SPINE_SPLIT,0.162
49.0,125.1,6129.9,2.553,1,6,10,2,North,False,CENTRAL_SPINE_SPLIT,0.148
62.1,111.8,6942.8,1.8,2,5,8,1,West,False,CENTRAL_SPINE_SPLIT,0.121
72.1,93.5,6741.3,1.297,3,4,6,1,West,True,VILLA_PERIMETER,0.191
35.0,53.0,1855.0,1.514,2,4,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.156
57.8,89.9,5196.2,1.555,2,4,6,2,West,True,VILLA_PERIMETER,0.2
59.5,50.5,3004.8,0.849,1,3,4,3,East,True,L_SHAPED_COURTYARD,0.185
73.0,84.3,6153.9,1.155,2,5,7,1,North,True,L_SHAPED_COURTYARD,0.179
40.6,70.7,2870.4,1.741,1,4,6,2,North,True,WRAP_AROUND_OPEN_PLAN,0.127
31.5,32.6,1026.9,1.035,1,3,5,1,North,True,WRAP_AROUND_OPEN_PLAN,0.134
60.6,119.0,7211.4,1.964,1,4,8,2,North,True,CENTRAL_SPINE_SPLIT,0.166
74.4,54.2,4032.5,0.728,1,4,5,3,North,False,WRAP_AROUND_OPEN_PLAN,0.12
64.2,114.2,7331.6,1.779,3,4,6,3,North,True,CENTRAL_SPINE_SPLIT,0.151
74.2,140.0,10388.0,1.887,2,4,7,3,North,True,CENTRAL_SPINE_SPLIT,0.173
72.4,121.5,8796.6,1.678,3,6,9,2,East,True,VILLA_PERIMETER,0.207
68.4,96.5,6600.6,1.411,2,5,9,1,West,True,VILLA_PERIMETER,0.2
70.2,140.0,9828.0,1.994,1,4,8,2,North,True,CENTRAL_SPINE_SPLIT,0.159
53.2,117.8,6267.0,2.214,1,4,6,1,South,True,CENTRAL_SPINE_SPLIT,0.14
27.4,62.4,1709.8,2.277,1,3,5,1,South,True,CENTRAL_SPINE_SPLIT,0.154
64.7,97.3,6295.3,1.504,2,5,8,3,West,True,VILLA_PERIMETER,0.175
69.2,140.0,9688.0,2.023,1,4,5,1,West,True,CENTRAL_SPINE_SPLIT,0.158
