built_up_area_sqft,floors,bhk,city_tier,soil_type,seismic_zone,climate_zone,finishing_tier,has_basement,has_lift,cost_per_sqft_inr,total_cost_inr
1345.7,2,2,3,Black Cotton,III,Warm-Humid,Premium,False,False,2862.2,3851663.0
1566.6,1,2,1,Sandy Loam,IV,Hot-Dry,Standard,False,False,2037.6,3192104.0
2153.2,2,3,3,Clay,III,Composite,Premium,False,False,2530.3,5448242.0
541.4,1,1,1,Rocky,III,Moderate,Basic,False,False,1371.5,742530.0
2253.8,1,3,2,Black Cotton,III,Warm-Humid,Basic,False,False,1699.4,3830108.0
3770.6,2,3,2,Black Cotton,III,Composite,Standard,True,False,2400.1,9049817.0
2387.2,2,1,2,Black Cotton,II,Composite,Standard,False,False,2062.0,4922406.0
1496.9,1,3,3,Clay,II,Composite,Standard,False,False,1853.3,2774205.0
4610.9,2,3,3,Clay,II,Hot-Dry,Basic,True,False,1368.3,6309094.0
3947.4,3,2,2,Black Cotton,II,Warm-Humid,Luxury,True,False,5659.7,22341100.0
1044.5,1,1,2,Sandy Loam,II,Composite,Standard,False,False,1781.6,1860881.0
618.2,1,1,2,Black Cotton,V,Hot-Dry,Premium,False,False,3728.4,2304897.0
585.1,1,3,2,Black Cotton,II,Composite,Premium,False,False,3283.5,1921176.0
2887.1,2,5,2,Rocky,IV,Warm-Humid,Standard,False,False,1661.6,4797205.0
636.9,1,1,1,Sandy Loam,V,Composite,Luxury,False,False,5560.7,3541610.0
3801.4,3,1,1,Rocky,V,Hot-Dry,Standard,False,False,2094.6,7962412.0
4592.6,2,3,1,Clay,IV,Composite,Premium,False,False,3265.8,14998513.0
2522.9,2,3,2,Clay,II,Composite,Premium,False,False,2642.8,6667520.0
1246.0,1,1,1,Rocky,II,Composite,Standard,False,False,2011.3,2506080.0
2223.7,3,3,1,Clay,II,Composite,Premium,False,False,3320.5,7383796.0
1339.2,1,3,1,Sandy Loam,V,Warm-Humid,Standard,False,False,2404.6,3220240.0
4411.4,2,3,2,Sandy Loam,II,Moderate,Premium,False,False,2480.4,10942037.0
1107.8,1,3,1,Sandy Loam,IV,Cold,Standard,False,False,2293.4,2540629.0
2330.3,2,3,1,Rocky,III,Warm-Humid,Luxury,False,True,4125.9,10064585.0
1508.0,1,1,1,Black Cotton,III,Moderate,Standard,False,False,2456.2,3703950.0
2575.4,2,2,3,Rocky,III,Cold,Basic,False,False,1129.1,2907884.0
2301.5,2,3,1,Rocky,II,Composite,Standard,False,False,1736.3,3996094.0
2779.2,2,1,2,Rocky,III,Hot-Dry,Standard,False,False,1669.6,4640152.0
3345.6,2,4,2,Clay,II,Composite,Basic,False,False,1307.9,4375710.0
1750.3,1,3,1,Black Cotton,II,Warm-Humid,Standard,False,False,2511.7,4396229.0
4267.0,2,4,3,Sandy Loam,III,Composite,Basic,True,False,1241.9,5299187.0
1404.5,1,2,2,Sandy Loam,II,Warm-Humid,Basic,False,False,1363.7,1915317.0
1486.7,1,3,2,Sandy Loam,III,Hot-Dry,Premium,False,False,2790.3,4148339.0
2869.3,3,1,2,Sandy Loam,V,Cold,Standard,False,True,2096.0,6464053.0
1985.5,1,3,3,Rocky,III,Warm-Humid,Standard,False,False,1673.8,3323330.0
750.5,1,3,1,Clay,II,Composite,Luxury,False,False,5150.3,3865300.0
1113.9,2,4,2,Clay,II,Warm-Humid,Standard,False,False,1917.3,2135680.0
991.3,1,2,1,Black Cotton,III,Hot-Dry,Basic,False,False,1752.1,1736857.0
1489.4,1,1,3,Clay,II,Warm-Humid,Premium,False,False,2559.8,3812566.0
2772.4,2,4,3,Clay,III,Composite,Standard,False,False,1802.1,4996142.0
764.0,1,2,2,Clay,III,Warm-Humid,Standard,False,False,2130.3,1627549.0
1869.7,1,2,1,Black Cotton,IV,Composite,Standard,False,False,2544.8,4758013.0
2275.4,2,5,2,Sandy Loam,II,Composite,Standard,True,False,1857.0,4225418.0
1108.5,1,3,1,Clay,III,Composite,Standard,False,False,2107.4,2336053.0
2385.6,1,3,2,Sandy Loam,II,Warm-Humid,Standard,False,False,1760.6,4200087.0
2322.8,1,1,1,Clay,II,Composite,Basic,False,False,1450.8,3369918.0
1185.3,2,2,2,Sandy Loam,III,Warm-Humid,Standard,False,False,1792.0,2124058.0
1880.6,1,1,1,Sandy Loam,III,Composite,Standard,False,False,2063.2,3880054.0
1255.1,1,3,1,Clay,III,Composite,Standard,False,False,2178.4,2734110.0
512.8,1,4,1,Sandy Loam,IV,Composite,Premium,False,False,3189.3,1635473.0
2053.6,1,4,3,Rocky,V,Composite,Standard,False,False,1803.8,3704284.0
2391.0,1,2,2,Sandy Loam,III,Composite,Premium,False,False,2833.5,6774898.0
788.4,1,2,1,Black Cotton,III,Composite,Standard,False,False,2517.8,1985034.0
1874.2,2,1,2,Clay,II,Warm-Humid,Basic,False,False,1350.0,2530170.0
3191.3,2,4,1,Clay,III,Composite,Standard,False,False,1916.3,6115488.0
1766.1,3,3,1,Black Cotton,IV,Composite,Standard,True,False,2856.7,5045218.0
1530.2,1,2,1,Rocky,III,Composite,Premium,False,False,2855.3,4369180.0
1176.4,1,2,1,Clay,IV,Moderate,Standard,False,False,2205.5,2594550.0
3467.6,2,4,1,Clay,III,Warm-Humid,Standard,False,False,2011.2,6974037.0
2036.4,1,3,2,Sandy Loam,V,Warm-Humid,Basic,False,False,1535.9,3127707.0
1981.8,1,1,3,Sandy Loam,IV,Composite,Standard,False,False,1792.9,3553169.0
3031.0,2,4,3,Clay,II,Composite,Premium,False,False,2415.0,7319865.0
3591.9,2,3,3,Black Cotton,IV,Composite,Standard,False,False,1934.1,6947094.0
3876.0,3,3,3,Sandy Loam,V,Moderate,Premium,False,True,2703.3,10927991.0
889.3,1,1,2,Sandy Loam,II,Composite,Standard,False,False,1933.0,1719017.0
685.5,1,2,1,Sandy Loam,II,Composite,Premium,False,False,2977.0,2040734.0
6681.8,3,3,1,Sandy Loam,IV,Hot-Dry,Standard,False,False,2075.2,13866071.0
1672.7,2,2,1,Black Cotton,V,Warm-Humid,Basic,False,False,1920.3,3212086.0
1534.1,2,2,2,Sandy Loam,IV,Composite,Premium,False,False,3014.2,4624084.0
2311.6,1,3,2,Clay,II,Composite,Standard,False,False,1789.7,4137071.0
2562.3,2,2,3,Black Cotton,III,Warm-Humid,Basic,False,False,1465.5,3755051.0
574.9,1,2,1,Black Cotton,III,Composite,Standard,False,False,2513.2,1444839.0
2122.8,2,2,1,Clay,III,Composite,Luxury,False,False,4531.2,9618831.0
1426.8,2,3,2,Sandy Loam,III,Moderate,Standard,True,False,2032.5,2899971.0
1831.4,1,3,3,Clay,III,Moderate,Standard,False,False,1918.5,3513541.0
1256.0,1,2,3,Rocky,II,Warm-Humid,Basic,False,False,1166.2,1464747.0
984.9,1,1,3,Rocky,III,Hot-Dry,Standard,False,False,1752.1,1725643.0
2213.2,1,4,3,Clay,IV,Composite,Premium,False,False,2850.7,6309169.0
1104.9,1,4,2,Clay,III,Composite,Standard,False,False,2010.7,2221622.0
1168.7,1,2,2,Black Cotton,IV,Composite,Basic,False,False,1712.3,2001165.0
1659.9,2,4,2,Black Cotton,III,Moderate,Premium,False,False,3056.5,5073484.0
497.2,1,3,2,Rocky,II,Composite,Standard,False,False,1741.8,866023.0
1456.3,2,2,2,Black Cotton,IV,Warm-Humid,Standard,False,False,2270.4,3306384.0
2928.8,2,3,1,Clay,II,Warm-Humid,Standard,False,False,2024.9,5930527.0
1412.7,2,3,2,Sandy Loam,V,Warm-Humid,Standard,True,False,2158.0,3048607.0
2447.6,2,5,1,Sandy Loam,IV,Warm-Humid,Standard,True,False,2274.2,5566332.0
2279.1,1,2,1,Black Cotton,IV,Warm-Humid,Luxury,False,False,5755.3,13116904.0
1299.6,1,1,3,Black Cotton,V,Hot-Dry,Standard,False,False,2438.8,3169464.0
3435.5,2,2,2,Sandy Loam,IV,Composite,Standard,True,False,2086.8,7169201.0
1479.6,1,2,1,Rocky,II,Warm-Humid,Standard,False,False,1793.7,2653959.0
2295.3,1,1,3,Black Cotton,IV,Composite,Standard,False,False,2044.9,4693659.0
1389.4,3,3,2,Sandy Loam,IV,Hot-Dry,Standard,False,False,2158.7,2999298.0
3528.2,2,1,2,Rocky,III,Cold,Standard,False,False,1657.8,5849050.0
946.4,1,2,2,Sandy Loam,II,Warm-Humid,Standard,False,False,1829.0,1730966.0
2259.4,1,2,2,Sandy Loam,III,Composite,Standard,False,False,1851.7,4183731.0
4425.7,2,3,1,Rocky,II,Composite,Standard,False,False,1747.4,7733468.0
3145.9,2,1,1,Clay,IV,Warm-Humid,Standard,False,False,2239.1,7043985.0
1267.6,1,2,1,Sandy Loam,II,Hot-Dry,Standard,False,False,1914.7,2427074.0
4398.4,3,3,2,Clay,V,Hot-Dry,Standard,False,False,2134.2,9387065.0
2396.4,2,4,1,Sandy Loam,III,Warm-Humid,Standard,False,False,2015.6,4830184.0
2039.2,2,2,1,Sandy Loam,III,Hot-Dry,Basic,False,False,1448.5,2953781.0
3269.4,2,3,2,Black Cotton,III,Warm-Humid,Standard,True,False,2353.8,7695514.0
2245.8,1,2,2,Rocky,II,Composite,Standard,False,False,1699.3,3816288.0
1963.6,2,3,1,Black Cotton,III,Warm-Humid,Standard,False,False,2447.3,4805518.0
2136.6,3,4,3,Sandy Loam,IV,Composite,Basic,False,False,1215.6,2597251.0
744.9,1,4,2,Sandy Loam,V,Warm-Humid,Premium,False,False,3455.4,2573927.0
2109.1,1,1,1,Clay,II,Composite,Basic,False,False,1592.4,3358531.0
1819.1,1,2,3,Rocky,III,Composite,Basic,False,False,1159.9,2109974.0
4313.7,2,2,2,Black Cotton,II,Composite,Standard,True,False,2287.8,9868883.0
4489.6,2,3,1,Sandy Loam,III,Composite,Luxury,False,False,4102.1,18416788.0
2665.2,2,2,1,Sandy Loam,III,Composite,Standard,False,False,2010.5,5358385.0
4224.8,2,4,2,Rocky,III,Composite,Standard,True,False,1757.7,7425931.0
2063.5,2,2,3,Rocky,III,Composite,Standard,False,False,1509.1,3114028.0
799.3,1,3,1,Black Cotton,IV,Composite,Premium,False,False,3594.2,2872844.0
3568.1,2,3,1,Sandy Loam,II,Hot-Dry,Standard,False,False,1905.9,6800442.0
2233.5,3,2,1,Sandy Loam,II,Cold,Standard,False,False,1980.1,4422553.0
1246.3,2,3,1,Black Cotton,IV,Warm-Humid,Luxury,False,False,5426.2,6762673.0
3278.7,2,3,2,Sandy Loam,III,Warm-Humid,Premium,False,False,2581.7,8464620.0
3864.2,2,3,2,Rocky,III,Composite,Premium,False,False,2456.0,9490475.0
1359.0,2,4,1,Sandy Loam,III,Warm-Humid,Standard,False,False,1982.5,2694218.0
1312.0,2,1,2,Clay,III,Composite,Standard,False,False,2021.3,2651946.0
1832.7,1,3,2,Black Cotton,III,Composite,Standard,False,False,2140.5,3922894.0
3183.2,2,3,2,Sandy Loam,V,Hot-Dry,Standard,False,False,1875.6,5970410.0
981.8,1,3,2,Sandy Loam,III,Composite,Standard,False,False,1909.4,1874649.0
4705.7,3,3,3,Sandy Loam,V,Hot-Dry,Basic,False,False,1397.4,6575745.0
2889.9,3,4,1,Sandy Loam,II,Composite,Standard,False,False,1874.2,5416251.0
5659.3,3,2,2,Rocky,III,Moderate,Standard,False,False,1720.9,9739089.0
2024.9,1,3,2,Sandy Loam,II,Composite,Premium,False,False,2697.4,5461965.0
1523.9,1,2,1,Black Cotton,III,Moderate,Standard,False,False,2486.3,3788873.0
1945.7,1,3,1,Clay,V,Composite,Premium,False,False,3604.9,7014054.0
4213.2,2,3,2,Clay,V,Warm-Humid,Standard,False,False,2055.4,8659811.0
3520.3,3,2,2,Clay,IV,Warm-Humid,Premium,False,False,2879.3,10136000.0
3644.2,3,3,1,Sandy Loam,II,Hot-Dry,Standard,False,False,1807.1,6585434.0
1004.3,2,1,2,Sandy Loam,V,Composite,Standard,False,False,1963.3,1971742.0
1832.1,1,2,1,Black Cotton,II,Hot-Dry,Premium,False,False,3380.9,6194147.0
4272.3,3,2,2,Clay,II,Composite,Standard,False,False,1968.0,8407886.0
3488.7,2,2,1,Clay,V,Moderate,Standard,False,False,2159.4,7533499.0
1434.7,2,1,2,Clay,II,Hot-Dry,Standard,False,False,1849.8,2653908.0
3194.7,3,2,2,Sandy Loam,IV,Composite,Premium,False,False,2941.1,9395932.0
1027.8,1,5,2,Sandy Loam,III,Warm-Humid,Premium,False,False,2903.6,2984320.0
3037.2,3,5,1,Sandy Loam,III,Composite,Standard,False,False,1948.4,5917680.0
1161.7,1,3,1,Rocky,IV,Hot-Dry,Standard,False,False,2173.7,2525187.0
1520.6,2,3,3,Sandy Loam,V,Warm-Humid,Luxury,False,False,4248.7,6460573.0
3373.4,2,3,2,Sandy Loam,III,Moderate,Standard,False,False,1708.3,5762779.0
1096.0,1,3,1,Rocky,II,Warm-Humid,Basic,False,False,1400.8,1535277.0
4445.5,2,1,2,Black Cotton,II,Composite,Standard,False,False,1927.2,8567368.0
1963.0,2,3,3,Rocky,III,Composite,Premium,False,False,2191.5,4301914.0
2843.1,3,3,2,Rocky,III,Hot-Dry,Premium,False,False,2627.9,7471382.0
959.5,1,2,2,Clay,II,Warm-Humid,Standard,False,False,1968.3,1888584.0
943.7,2,3,2,Sandy Loam,II,Composite,Standard,False,False,1772.6,1672803.0
2014.5,3,1,1,Rocky,II,Composite,Standard,False,False,1874.5,3776180.0
1756.9,2,3,2,Clay,III,Hot-Dry,Premium,False,False,2767.4,4862045.0
1914.2,1,4,2,Clay,III,Hot-Dry,Premium,False,False,3194.6,6115103.0
989.7,2,2,1,Sandy Loam,III,Hot-Dry,Standard,False,False,1955.8,1935655.0
2377.9,1,4,1,Black Cotton,III,Warm-Humid,Basic,False,False,1817.2,4321120.0
1005.5,1,4,1,Rocky,IV,Composite,Premium,False,False,2974.3,2990659.0
3601.7,2,2,1,Clay,II,Moderate,Premium,False,False,2852.9,10275290.0
3686.8,2,2,1,Sandy Loam,III,Hot-Dry,Standard,False,False,1905.2,7024091.0
1179.6,1,3,1,Sandy Loam,III,Composite,Standard,False,False,2005.6,2365806.0
952.2,2,3,2,Black Cotton,II,Warm-Humid,Standard,False,False,2114.6,2013522.0
3675.0,2,2,1,Clay,IV,Composite,Premium,False,False,3162.3,11621452.0
1106.1,2,3,1,Clay,III,Composite,Luxury,False,False,4668.2,5163496.0
1129.8,1,1,1,Sandy Loam,III,Hot-Dry,Standard,False,False,2072.7,2341736.0
2964.4,2,2,2,Rocky,II,Composite,Basic,False,False,1217.6,3609453.0
1165.7,1,3,2,Clay,III,Warm-Humid,Standard,False,False,2156.8,2514182.0
2021.0,2,2,1,Sandy Loam,II,Warm-Humid,Premium,False,False,2864.9,5789963.0
1917.2,2,3,2,Black Cotton,II,Composite,Standard,False,False,2201.0,4219757.0
5743.0,3,2,2,Black Cotton,II,Composite,Luxury,False,False,4542.4,26087003.0
531.8,1,3,1,Black Cotton,II,Composite,Premium,False,False,3368.0,1791102.0
3976.6,2,2,1,Clay,V,Composite,Standard,False,False,2144.4,8527421.0
1297.0,2,2,3,Clay,II,Moderate,Standard,False,False,1796.4,2329931.0
2406.0,2,1,1,Clay,V,Composite,Standard,False,False,2289.9,5509499.0
4796.8,2,3,2,Black Cotton,III,Hot-Dry,Premium,False,False,2991.4,14349148.0
4410.5,2,3,1,Sandy Loam,IV,Composite,Standard,False,False,2003.3,8835555.0
3248.6,2,2,1,Rocky,IV,Moderate,Basic,False,False,1363.1,4428167.0
1753.7,3,2,1,Sandy Loam,II,Composite,Premium,False,False,3130.7,5490309.0
2894.5,3,2,1,Clay,II,Composite,Standard,True,False,2345.5,6789050.0
1038.7,1,3,2,Clay,IV,Composite,Premium,False,False,3253.1,3378995.0
480.5,1,2,3,Black Cotton,IV,Composite,Basic,False,False,1680.1,807288.0
3916.1,2,2,2,Rocky,IV,Warm-Humid,Standard,False,False,1569.0,6144361.0
2030.5,2,1,2,Black Cotton,III,Hot-Dry,Luxury,False,True,4753.0,10100966.0
1396.2,1,3,1,Clay,III,Composite,Premium,False,False,3260.0,4551612.0
1770.1,3,3,2,Sandy Loam,IV,Warm-Humid,Standard,False,False,1982.1,3508515.0
4170.4,2,1,2,Rocky,IV,Warm-Humid,Standard,False,False,1747.7,7288608.0
3415.1,2,2,2,Clay,IV,Composite,Standard,False,False,1975.5,6746530.0
1924.2,3,1,1,Rocky,II,Composite,Standard,False,False,1783.5,3431811.0
2357.5,1,1,2,Clay,III,Hot-Dry,Premium,False,False,2909.0,6857968.0
682.5,1,2,2,Sandy Loam,II,Cold,Standard,False,False,1760.7,1201678.0
2307.6,1,1,3,Black Cotton,III,Warm-Humid,Standard,False,False,1960.3,4523588.0
2539.6,2,3,3,Black Cotton,IV,Cold,Basic,False,False,1491.7,3788321.0
3917.2,2,2,1,Rocky,III,Hot-Dry,Basic,False,False,1272.1,4983070.0
1284.2,1,3,2,Rocky,IV,Warm-Humid,Premium,False,False,2843.4,3651494.0
4747.3,2,3,1,Clay,V,Warm-Humid,Standard,False,False,2212.1,10501502.0
6678.3,3,1,3,Sandy Loam,V,Composite,Standard,False,True,1883.1,13025907.0
5503.3,3,3,1,Clay,III,Cold,Standard,False,False,2270.5,12495243.0
1761.6,2,3,2,Sandy Loam,IV,Moderate,Standard,False,False,1843.5,3247510.0
818.0,1,4,1,Rocky,II,Warm-Humid,Basic,False,False,1376.4,1125895.0
2155.5,3,4,1,Clay,II,Warm-Humid,Standard,False,True,2011.5,4785788.0
533.8,1,2,1,Rocky,III,Warm-Humid,Basic,False,False,1456.5,777480.0
2898.2,2,3,2,Black Cotton,III,Composite,Luxury,False,False,4644.8,13461559.0
1220.1,1,3,1,Sandy Loam,III,Moderate,Premium,False,False,2987.7,3645293.0
2093.8,2,3,2,Clay,III,Composite,Premium,True,False,3236.0,6775537.0
4983.5,3,2,2,Sandy Loam,IV,Composite,Standard,False,False,1926.3,9599716.0
1628.0,1,2,3,Clay,II,Composite,Premium,False,False,2606.9,4244033.0
991.2,1,2,1,Black Cotton,IV,Moderate,Standard,False,False,2621.0,2597935.0
5765.2,3,2,1,Black Cotton,III,Composite,Basic,False,False,1732.6,9988786.0
5152.8,3,3,3,Sandy Loam,II,Warm-Humid,Premium,False,False,2374.0,12232747.0
4754.7,2,3,1,Black Cotton,III,Cold,Basic,False,False,1690.3,8036869.0
2074.1,1,1,1,Clay,IV,Composite,Standard,False,False,2274.7,4717955.0
4099.6,2,5,2,Sandy Loam,V,Composite,Luxury,False,False,4347.8,17824241.0
3146.0,2,3,2,Sandy Loam,III,Warm-Humid,Basic,False,False,1289.0,4055194.0
2922.3,2,4,2,Sandy Loam,III,Moderate,Basic,False,False,1358.3,3969360.0
6232.0,3,4,1,Black Cotton,III,Warm-Humid,Basic,False,True,1742.7,11310506.0
3845.3,2,2,3,Rocky,IV,Warm-Humid,Standard,False,False,1541.3,5926761.0
2095.3,2,3,2,Sandy Loam,III,Composite,Premium,False,False,2664.8,5583555.0
2372.4,1,2,3,Sandy Loam,V,Warm-Humid,Basic,False,False,1458.3,3459671.0
3331.1,3,1,2,Clay,III,Composite,Standard,False,False,1907.8,6355073.0
882.9,1,2,1,Clay,V,Cold,Standard,False,False,2418.1,2134940.0
5625.8,3,3,2,Sandy Loam,IV,Hot-Dry,Basic,False,True,1426.2,8473516.0
2092.6,2,2,1,Sandy Loam,II,Composite,Luxury,False,False,4248.0,8889365.0
1181.5,2,1,1,Black Cotton,III,Composite,Premium,False,False,3782.5,4469024.0
2095.5,1,2,1,Sandy Loam,II,Moderate,Standard,False,False,1911.8,4006177.0
1657.4,2,4,1,Sandy Loam,IV,Hot-Dry,Standard,False,False,2032.6,3368831.0
1752.8,1,5,2,Sandy Loam,II,Composite,Standard,False,False,1818.3,3187116.0
1619.2,2,1,2,Sandy Loam,IV,Hot-Dry,Standard,False,False,1949.5,3156630.0
5264.9,3,4,1,Sandy Loam,II,Composite,Premium,False,False,2770.2,14584826.0
1387.6,2,2,3,Sandy Loam,III,Composite,Premium,False,False,2403.2,3334680.0
1018.0,1,3,1,Black Cotton,III,Composite,Premium,False,False,3529.8,3593336.0
2569.0,2,3,1,Sandy Loam,V,Moderate,Luxury,False,False,4890.2,12562924.0
3645.9,3,2,2,Black Cotton,V,Composite,Premium,False,False,3576.2,13038468.0
1589.6,1,1,1,Black Cotton,V,Warm-Humid,Premium,False,False,4013.1,6379224.0
1731.9,1,2,1,Clay,II,Composite,Standard,False,False,2148.9,3721680.0
1743.6,1,3,3,Clay,III,Hot-Dry,Standard,False,False,1925.1,3356604.0
4695.7,2,3,2,Clay,II,Hot-Dry,Basic,False,False,1265.7,5943347.0
577.2,1,3,2,Sandy Loam,III,Composite,Premium,False,False,3100.6,1789666.0
3156.4,2,2,3,Black Cotton,III,Hot-Dry,Standard,False,False,1786.4,5638593.0
2918.1,2,4,2,Clay,II,Composite,Standard,False,False,1781.5,5198595.0
3438.9,2,4,1,Black Cotton,II,Hot-Dry,Basic,False,False,1515.4,5211309.0
3857.9,2,2,1,Black Cotton,V,Moderate,Premium,True,False,4180.4,16127565.0
1449.7,1,3,1,Clay,III,Hot-Dry,Standard,False,False,2330.3,3378236.0
1571.5,2,3,3,Sandy Loam,III,Composite,Standard,False,False,1673.6,2630062.0
1669.2,1,2,2,Black Cotton,III,Composite,Basic,False,False,1674.8,2795576.0
642.8,1,3,3,Black Cotton,IV,Composite,Standard,False,False,2479.6,1593887.0
4367.1,2,3,1,Clay,IV,Composite,Standard,False,False,2169.6,9474860.0
4106.2,2,2,1,Clay,IV,Hot-Dry,Basic,False,False,1541.9,6331350.0
4444.0,2,2,1,Sandy Loam,III,Composite,Standard,False,False,1862.7,8277839.0
1956.5,3,3,1,Clay,II,Warm-Humid,Standard,False,False,2042.8,3996738.0
645.6,1,3,1,Sandy Loam,III,Warm-Humid,Premium,False,False,3039.6,1962366.0
2387.4,3,3,1,Rocky,IV,Moderate,Standard,False,True,1973.0,5160340.0
791.1,1,3,1,Rocky,II,Warm-Humid,Luxury,False,False,4317.0,3415179.0
3996.9,2,2,1,Sandy Loam,II,Hot-Dry,Standard,False,False,2021.8,8080932.0
1380.9,3,4,2,Clay,III,Moderate,Premium,False,False,3099.4,4279961.0
4125.3,2,4,1,Sandy Loam,II,Composite,Premium,False,False,2728.9,11257531.0
1245.2,2,1,1,Black Cotton,IV,Warm-Humid,Standard,False,False,2450.1,3050865.0
3508.2,2,3,2,Black Cotton,IV,Warm-Humid,Standard,False,False,2246.9,7882575.0
4518.2,2,4,1,Black Cotton,V,Hot-Dry,Premium,False,False,3419.0,15447726.0
2328.3,1,2,2,Sandy Loam,III,Moderate,Basic,False,False,1294.9,3014916.0
1652.5,2,2,2,Sandy Loam,II,Moderate,Premium,False,False,2565.1,4238828.0
836.3,1,2,1,Clay,III,Composite,Premium,False,False,3297.5,2757699.0
2820.8,2,2,1,Rocky,III,Hot-Dry,Standard,True,False,2017.2,5690118.0
3783.2,2,1,2,Black Cotton,II,Composite,Luxury,False,False,4406.3,16669914.0
3796.3,2,1,1,Sandy Loam,II,Composite,Standard,False,False,1739.7,6604423.0
1660.8,2,5,1,Sandy Loam,IV,Warm-Humid,Standard,False,False,2057.1,3416432.0
920.9,1,3,2,Rocky,IV,Warm-Humid,Basic,False,False,1491.6,1373614.0
3049.6,3,2,2,Sandy Loam,II,Moderate,Standard,False,True,1727.8,5719099.0
1630.0,1,4,3,Rocky,III,Warm-Humid,Premium,False,False,2521.1,4109393.0
1873.5,1,2,2,Sandy Loam,III,Moderate,Standard,False,False,1885.8,3533046.0
3228.8,2,3,3,Sandy Loam,III,Composite,Standard,False,False,1666.6,5381118.0
1361.0,2,5,1,Sandy Loam,V,Composite,Premium,False,False,3296.2,4486128.0
3145.3,3,4,2,Sandy Loam,III,Composite,Premium,False,False,2671.5,8402669.0
2688.1,3,1,2,Sandy Loam,IV,Moderate,Standard,True,False,2293.6,6165426.0
3386.3,2,2,1,Black Cotton,III,Composite,Premium,False,False,3341.2,11314306.0
2378.1,1,2,1,Sandy Loam,II,Moderate,Premium,False,False,2939.0,6989236.0
5497.3,3,4,1,Sandy Loam,III,Composite,Basic,False,True,1433.8,8332029.0
3916.5,2,2,3,Rocky,II,Hot-Dry,Premium,False,False,2265.0,8870872.0
1767.1,3,1,1,Sandy Loam,III,Moderate,Standard,True,False,2422.4,4280623.0
1135.1,1,3,1,Clay,IV,Composite,Basic,False,False,1707.6,1938297.0
2581.6,2,2,1,Sandy Loam,III,Composite,Luxury,False,False,4504.9,11629850.0
4034.8,2,3,1,Clay,III,Warm-Humid,Basic,False,False,1453.8,5865792.0
4550.5,2,3,1,Sandy Loam,III,Composite,Standard,False,False,1700.5,7738125.0
704.4,1,1,1,Sandy Loam,IV,Warm-Humid,Basic,False,False,1681.7,1184589.0
6143.5,3,2,3,Sandy Loam,II,Moderate,Basic,False,True,1171.0,7644038.0
2800.9,2,5,2,Clay,II,Composite,Premium,False,False,2464.2,6901978.0
3055.7,2,2,1,Sandy Loam,II,Warm-Humid,Standard,False,False,1779.9,5438840.0
3107.7,2,3,1,Rocky,II,Hot-Dry,Standard,False,False,1809.0,5621829.0
3883.3,2,4,2,Sandy Loam,II,Hot-Dry,Basic,False,False,1207.6,4689473.0
4269.9,2,2,1,Rocky,II,Composite,Luxury,False,False,3927.3,16769178.0
2974.9,2,3,1,Clay,IV,Moderate,Standard,True,False,2506.0,7455099.0
957.3,2,3,2,Sandy Loam,IV,Composite,Standard,True,False,2234.4,2138991.0
1622.6,2,4,1,Clay,IV,Composite,Premium,False,False,3427.7,5561786.0
1824.5,1,3,2,Rocky,III,Composite,Premium,False,False,2691.6,4910824.0
914.4,1,3,2,Sandy Loam,IV,Moderate,Premium,False,False,2900.5,2652217.0
1161.7,2,4,1,Sandy Loam,III,Warm-Humid,Standard,False,False,1898.6,2205604.0
890.3,1,2,1,Clay,V,Hot-Dry,Standard,False,False,2543.9,2264834.0
1314.3,1,2,2,Sandy Loam,III,Cold,Standard,False,False,1863.6,2449329.0
1324.4,1,2,1,Black Cotton,III,Moderate,Premium,False,False,3890.1,5152048.0
3443.1,2,1,3,Sandy Loam,IV,Hot-Dry,Standard,False,False,1630.2,5612942.0
4742.5,2,3,1,Sandy Loam,II,Composite,Premium,False,False,2795.4,13257184.0
560.9,1,2,2,Black Cotton,IV,Warm-Humid,Luxury,False,False,5631.9,3158933.0
2233.0,2,2,2,Clay,II,Warm-Humid,Basic,False,False,1315.2,2936842.0
1874.9,1,2,1,Clay,II,Moderate,Premium,False,False,2991.6,5608951.0
4395.1,2,2,2,Sandy Loam,II,Moderate,Standard,False,False,1563.1,6869981.0
2154.3,2,2,1,Sandy Loam,II,Moderate,Standard,True,False,2258.6,4865702.0
3643.4,2,2,1,Sandy Loam,IV,Hot-Dry,Standard,False,False,1982.6,7223405.0
3451.7,3,3,1,Clay,III,Moderate,Basic,False,False,1526.0,5267294.0
1319.2,1,3,1,Sandy Loam,II,Moderate,Basic,False,False,1378.3,1818253.0
2123.5,1,1,1,Sandy Loam,III,Warm-Humid,Standard,False,False,2051.4,4356148.0
1643.7,1,3,2,Clay,III,Composite,Basic,False,False,1479.0,2431032.0
4478.0,3,3,1,Black Cotton,III,Composite,Standard,True,False,2694.5,12065971.0
2891.2,2,3,2,Sandy Loam,II,Composite,Basic,False,False,1183.7,3422313.0
1557.7,2,2,2,Sandy Loam,II,Warm-Humid,Premium,False,False,2562.1,3990983.0
3819.1,2,2,2,Black Cotton,III,Hot-Dry,Premium,False,False,3038.2,11603190.0
1659.7,1,2,1,Sandy Loam,III,Moderate,Premium,False,False,2900.9,4814624.0
472.8,1,1,2,Sandy Loam,III,Composite,Luxury,False,False,4112.5,1944390.0
3378.8,3,3,2,Rocky,IV,Cold,Luxury,True,False,4738.8,16011457.0
